packet_index,epoch,operation,kind,function,message_id,lane,shard_index,fragment_part,fragment_total,direction,role,transport,server_ip,server_port,payload_bytes,timestamp_us
1,5,-1,calibration,calibration,,calibration,-1,0,1,client_to_server,calibration,tcp,198.51.100.1,8443,28,500000000
2,5,-1000,probe,text,beb17001557ef2564d778d2adc861fd8,direct-0,0,0,1,client_to_server,data,tcp,198.51.100.1,8443,185,501000000
3,5,-1000,probe,text,beb17001557ef2564d778d2adc861fd8,direct-0,0,0,1,server_to_client,ack,tcp,198.51.100.1,8443,38,501091000
4,5,-1001,probe,text,34290e87bc837e074e06746ef90cf3c7,fixed-0,0,0,1,client_to_server,data,tcp,198.51.100.2,8443,185,502000000
5,5,-1001,probe,text,34290e87bc837e074e06746ef90cf3c7,fixed-0,0,0,1,server_to_client,ack,tcp,198.51.100.2,8443,38,502081000
6,5,-1002,probe,text,215b3b64745f12d6d195f436963e57dd,generated-0,0,0,1,client_to_server,data,tcp,203.0.113.10,8443,185,503000000
7,5,-1002,probe,text,215b3b64745f12d6d195f436963e57dd,generated-0,0,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,503131000
8,5,-1003,probe,text,e31282eaed24146ea4b4e41d99df6938,generated-1,0,0,1,client_to_server,data,tcp,203.0.113.11,8443,185,504000000
9,5,-1003,probe,text,e31282eaed24146ea4b4e41d99df6938,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,504141000
10,5,-1004,probe,text,5525888d23d168388298a47e6cd45628,ephemeral-0,0,0,1,client_to_server,data,udp,203.0.113.20,8443,185,505000000
11,5,-1004,probe,text,5525888d23d168388298a47e6cd45628,ephemeral-0,0,0,1,server_to_client,ack,udp,203.0.113.20,8443,38,505171000
12,5,-1005,probe,text,322cc9411ad68c8796714b775be72200,ephemeral-1,0,0,1,client_to_server,data,udp,203.0.113.21,8443,185,506000000
13,5,-1005,probe,text,322cc9411ad68c8796714b775be72200,ephemeral-1,0,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,506181000
14,5,50,application,text,8d6ca7ad3db970c3c7efac919acf867c,ephemeral-1,0,0,1,client_to_server,data,udp,203.0.113.21,8443,601,507000000
15,5,50,application,text,8d6ca7ad3db970c3c7efac919acf867c,ephemeral-1,0,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,507181000
16,5,50,application,text,8d6ca7ad3db970c3c7efac919acf867c,generated-1,1,0,1,client_to_server,data,tcp,203.0.113.11,8443,601,507000000
17,5,50,application,text,8d6ca7ad3db970c3c7efac919acf867c,generated-1,1,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,507141000
18,5,51,application,presence,c0949d566d018e4f94e4339653592fec,generated-1,0,0,1,client_to_server,data,tcp,203.0.113.11,8443,185,508000000
19,5,51,application,presence,c0949d566d018e4f94e4339653592fec,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,508141000
20,5,51,application,presence,c0949d566d018e4f94e4339653592fec,ephemeral-1,1,0,1,client_to_server,data,udp,203.0.113.21,8443,185,508000000
21,5,51,application,presence,c0949d566d018e4f94e4339653592fec,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,508181000
22,5,52,application,media,145df364291df3cd37dc4e6c7fe7d456,generated-0,0,0,5,client_to_server,data,tcp,203.0.113.10,8443,925,509000000
23,5,52,application,media,145df364291df3cd37dc4e6c7fe7d456,generated-0,0,1,5,client_to_server,data,tcp,203.0.113.10,8443,925,509001000
24,5,52,application,media,145df364291df3cd37dc4e6c7fe7d456,generated-0,0,2,5,client_to_server,data,tcp,203.0.113.10,8443,925,509002000
25,5,52,application,media,145df364291df3cd37dc4e6c7fe7d456,generated-0,0,3,5,client_to_server,data,tcp,203.0.113.10,8443,925,509003000
26,5,52,application,media,145df364291df3cd37dc4e6c7fe7d456,generated-0,0,4,5,client_to_server,data,tcp,203.0.113.10,8443,585,509004000
27,5,52,application,media,145df364291df3cd37dc4e6c7fe7d456,generated-0,0,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,509135000
28,5,52,application,media,145df364291df3cd37dc4e6c7fe7d456,ephemeral-1,1,0,5,client_to_server,data,udp,203.0.113.21,8443,925,509000000
29,5,52,application,media,145df364291df3cd37dc4e6c7fe7d456,ephemeral-1,1,1,5,client_to_server,data,udp,203.0.113.21,8443,925,509001000
30,5,52,application,media,145df364291df3cd37dc4e6c7fe7d456,ephemeral-1,1,2,5,client_to_server,data,udp,203.0.113.21,8443,925,509002000
31,5,52,application,media,145df364291df3cd37dc4e6c7fe7d456,ephemeral-1,1,3,5,client_to_server,data,udp,203.0.113.21,8443,925,509003000
32,5,52,application,media,145df364291df3cd37dc4e6c7fe7d456,ephemeral-1,1,4,5,client_to_server,data,udp,203.0.113.21,8443,585,509004000
33,5,52,application,media,145df364291df3cd37dc4e6c7fe7d456,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,509185000
34,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,ephemeral-1,0,0,10,client_to_server,data,udp,203.0.113.21,8443,925,510000000
35,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,ephemeral-1,0,1,10,client_to_server,data,udp,203.0.113.21,8443,925,510001000
36,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,ephemeral-1,0,2,10,client_to_server,data,udp,203.0.113.21,8443,925,510002000
37,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,ephemeral-1,0,3,10,client_to_server,data,udp,203.0.113.21,8443,925,510003000
38,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,ephemeral-1,0,4,10,client_to_server,data,udp,203.0.113.21,8443,925,510004000
39,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,ephemeral-1,0,5,10,client_to_server,data,udp,203.0.113.21,8443,925,510005000
40,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,ephemeral-1,0,6,10,client_to_server,data,udp,203.0.113.21,8443,925,510006000
41,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,ephemeral-1,0,7,10,client_to_server,data,udp,203.0.113.21,8443,925,510007000
42,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,ephemeral-1,0,8,10,client_to_server,data,udp,203.0.113.21,8443,925,510008000
43,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,ephemeral-1,0,9,10,client_to_server,data,udp,203.0.113.21,8443,181,510009000
44,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,ephemeral-1,0,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,510190000
45,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,generated-0,1,0,10,client_to_server,data,tcp,203.0.113.10,8443,925,510000000
46,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,generated-0,1,1,10,client_to_server,data,tcp,203.0.113.10,8443,925,510001000
47,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,generated-0,1,2,10,client_to_server,data,tcp,203.0.113.10,8443,925,510002000
48,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,generated-0,1,3,10,client_to_server,data,tcp,203.0.113.10,8443,925,510003000
49,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,generated-0,1,4,10,client_to_server,data,tcp,203.0.113.10,8443,925,510004000
50,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,generated-0,1,5,10,client_to_server,data,tcp,203.0.113.10,8443,925,510005000
51,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,generated-0,1,6,10,client_to_server,data,tcp,203.0.113.10,8443,925,510006000
52,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,generated-0,1,7,10,client_to_server,data,tcp,203.0.113.10,8443,925,510007000
53,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,generated-0,1,8,10,client_to_server,data,tcp,203.0.113.10,8443,925,510008000
54,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,generated-0,1,9,10,client_to_server,data,tcp,203.0.113.10,8443,181,510009000
55,5,53,application,file,c6b8f0528ee9b4e0294a03b24ee15be3,generated-0,1,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,510140000
56,5,54,application,realtime,08df7b031c5c5222017d9d5d64e1f539,generated-1,0,0,2,client_to_server,data,tcp,203.0.113.11,8443,925,511000000
57,5,54,application,realtime,08df7b031c5c5222017d9d5d64e1f539,generated-1,0,1,2,client_to_server,data,tcp,203.0.113.11,8443,213,511001000
58,5,54,application,realtime,08df7b031c5c5222017d9d5d64e1f539,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,511142000
59,5,54,application,realtime,08df7b031c5c5222017d9d5d64e1f539,ephemeral-1,1,0,2,client_to_server,data,udp,203.0.113.21,8443,925,511000000
60,5,54,application,realtime,08df7b031c5c5222017d9d5d64e1f539,ephemeral-1,1,1,2,client_to_server,data,udp,203.0.113.21,8443,213,511001000
61,5,54,application,realtime,08df7b031c5c5222017d9d5d64e1f539,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,511182000
62,5,55,application,text,43706c760540435b48b293937896d4b7,ephemeral-1,0,0,1,client_to_server,data,udp,203.0.113.21,8443,601,512000000
63,5,55,application,text,43706c760540435b48b293937896d4b7,ephemeral-1,0,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,512181000
64,5,55,application,text,43706c760540435b48b293937896d4b7,generated-1,1,0,1,client_to_server,data,tcp,203.0.113.11,8443,601,512000000
65,5,55,application,text,43706c760540435b48b293937896d4b7,generated-1,1,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,512141000
66,5,56,application,presence,18e514deff37a330b000dc4067529554,generated-1,0,0,1,client_to_server,data,tcp,203.0.113.11,8443,185,513000000
67,5,56,application,presence,18e514deff37a330b000dc4067529554,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,513141000
68,5,56,application,presence,18e514deff37a330b000dc4067529554,ephemeral-1,1,0,1,client_to_server,data,udp,203.0.113.21,8443,185,513000000
69,5,56,application,presence,18e514deff37a330b000dc4067529554,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,513181000
70,5,57,application,media,21e0e13228144d979de52a33d802b62a,generated-0,0,0,5,client_to_server,data,tcp,203.0.113.10,8443,925,514000000
71,5,57,application,media,21e0e13228144d979de52a33d802b62a,generated-0,0,1,5,client_to_server,data,tcp,203.0.113.10,8443,925,514001000
72,5,57,application,media,21e0e13228144d979de52a33d802b62a,generated-0,0,2,5,client_to_server,data,tcp,203.0.113.10,8443,925,514002000
73,5,57,application,media,21e0e13228144d979de52a33d802b62a,generated-0,0,3,5,client_to_server,data,tcp,203.0.113.10,8443,925,514003000
74,5,57,application,media,21e0e13228144d979de52a33d802b62a,generated-0,0,4,5,client_to_server,data,tcp,203.0.113.10,8443,585,514004000
75,5,57,application,media,21e0e13228144d979de52a33d802b62a,generated-0,0,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,514135000
76,5,57,application,media,21e0e13228144d979de52a33d802b62a,ephemeral-1,1,0,5,client_to_server,data,udp,203.0.113.21,8443,925,514000000
77,5,57,application,media,21e0e13228144d979de52a33d802b62a,ephemeral-1,1,1,5,client_to_server,data,udp,203.0.113.21,8443,925,514001000
78,5,57,application,media,21e0e13228144d979de52a33d802b62a,ephemeral-1,1,2,5,client_to_server,data,udp,203.0.113.21,8443,925,514002000
79,5,57,application,media,21e0e13228144d979de52a33d802b62a,ephemeral-1,1,3,5,client_to_server,data,udp,203.0.113.21,8443,925,514003000
80,5,57,application,media,21e0e13228144d979de52a33d802b62a,ephemeral-1,1,4,5,client_to_server,data,udp,203.0.113.21,8443,585,514004000
81,5,57,application,media,21e0e13228144d979de52a33d802b62a,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,514185000
82,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,ephemeral-1,0,0,10,client_to_server,data,udp,203.0.113.21,8443,925,515000000
83,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,ephemeral-1,0,1,10,client_to_server,data,udp,203.0.113.21,8443,925,515001000
84,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,ephemeral-1,0,2,10,client_to_server,data,udp,203.0.113.21,8443,925,515002000
85,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,ephemeral-1,0,3,10,client_to_server,data,udp,203.0.113.21,8443,925,515003000
86,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,ephemeral-1,0,4,10,client_to_server,data,udp,203.0.113.21,8443,925,515004000
87,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,ephemeral-1,0,5,10,client_to_server,data,udp,203.0.113.21,8443,925,515005000
88,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,ephemeral-1,0,6,10,client_to_server,data,udp,203.0.113.21,8443,925,515006000
89,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,ephemeral-1,0,7,10,client_to_server,data,udp,203.0.113.21,8443,925,515007000
90,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,ephemeral-1,0,8,10,client_to_server,data,udp,203.0.113.21,8443,925,515008000
91,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,ephemeral-1,0,9,10,client_to_server,data,udp,203.0.113.21,8443,181,515009000
92,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,ephemeral-1,0,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,515190000
93,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,generated-0,1,0,10,client_to_server,data,tcp,203.0.113.10,8443,925,515000000
94,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,generated-0,1,1,10,client_to_server,data,tcp,203.0.113.10,8443,925,515001000
95,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,generated-0,1,2,10,client_to_server,data,tcp,203.0.113.10,8443,925,515002000
96,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,generated-0,1,3,10,client_to_server,data,tcp,203.0.113.10,8443,925,515003000
97,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,generated-0,1,4,10,client_to_server,data,tcp,203.0.113.10,8443,925,515004000
98,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,generated-0,1,5,10,client_to_server,data,tcp,203.0.113.10,8443,925,515005000
99,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,generated-0,1,6,10,client_to_server,data,tcp,203.0.113.10,8443,925,515006000
100,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,generated-0,1,7,10,client_to_server,data,tcp,203.0.113.10,8443,925,515007000
101,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,generated-0,1,8,10,client_to_server,data,tcp,203.0.113.10,8443,925,515008000
102,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,generated-0,1,9,10,client_to_server,data,tcp,203.0.113.10,8443,181,515009000
103,5,58,application,file,bf1f03b98c868bb5f97c9c4191d685bd,generated-0,1,0,1,server_to_client,ack,tcp,203.0.113.10,8443,38,515140000
104,5,59,application,realtime,c9645fe4c0c52a603cefa416df5485fd,generated-1,0,0,2,client_to_server,data,tcp,203.0.113.11,8443,925,516000000
105,5,59,application,realtime,c9645fe4c0c52a603cefa416df5485fd,generated-1,0,1,2,client_to_server,data,tcp,203.0.113.11,8443,213,516001000
106,5,59,application,realtime,c9645fe4c0c52a603cefa416df5485fd,generated-1,0,0,1,server_to_client,ack,tcp,203.0.113.11,8443,38,516142000
107,5,59,application,realtime,c9645fe4c0c52a603cefa416df5485fd,ephemeral-1,1,0,2,client_to_server,data,udp,203.0.113.21,8443,925,516000000
108,5,59,application,realtime,c9645fe4c0c52a603cefa416df5485fd,ephemeral-1,1,1,2,client_to_server,data,udp,203.0.113.21,8443,213,516001000
109,5,59,application,realtime,c9645fe4c0c52a603cefa416df5485fd,ephemeral-1,1,0,1,server_to_client,ack,udp,203.0.113.21,8443,38,516182000
