design_id,architecture_passive_separability_multiplier,architecture_discovery_rate_multiplier,architecture_probe_confirmation_multiplier,architecture_endpoint_pool_multiplier,architecture_rotation_speed_multiplier,architecture_protocol_diversity_multiplier,architecture_transport_overhead_multiplier,censor_false_positive_cap,censor_path_enforcement,censor_budget_multiplier,censor_block_ttl_multiplier,censor_retrain_interval,censor_platform_filter_rate,network_latency_multiplier,network_loss_multiplier,network_bandwidth_multiplier
design-0000,0.7523300920603535,0.7154834243897437,0.6253822390462219,1.4395209214538442,1.5464701084690038,1.2390340553430685,0.9381401216206686,0.0007222891190137752,0.8295404809697527,1.0218092154386573,1.112674623290336,9.0,0.5110960675360879,0.7479735158881552,0.9170619747255079,1.4627137025859391
design-0001,1.380041322225208,1.0538324571113789,1.462563662239945,1.1280567815209674,0.7863147221597748,1.28549665520665,0.931417824876415,0.0015018315128212034,0.821357821199847,1.5976788693016526,1.3963468169362097,8.0,0.7736722766109145,1.4828148235595084,0.8471029936637375,0.5824635979015044
design-0002,1.3011657228136535,1.5084802306201617,0.6521590429540011,1.4978043307848583,1.4054004134751281,0.5877579386458933,1.0838861419507826,0.0011481032495908867,0.9824580413445446,1.5401682644001375,1.1669689370305094,2.0,0.43390029672787,1.0011574046445142,1.330747282487747,1.3402096643597656
design-0003,1.3941086787794728,1.5484666126912918,0.6172224380268945,0.971850100141219,1.0092533190914512,1.3488970697843738,1.1159731660355363,0.0005550266426575146,0.8111383561685698,0.5339230450136543,1.4607247660616247,8.0,0.4800562716384851,0.8378898135108132,1.3483269727999545,0.6936065481657889
design-0004,0.7424266461898517,0.6027130422730649,1.4347814885380328,1.4203819647362477,0.8916003529015727,0.6247321040109686,0.9805648273943057,0.0009717690674982657,0.8880822184812104,0.9495727587986976,0.808283430427529,6.0,0.575189621891822,0.9821511616492519,1.6352810347829887,0.6490454294539125
design-0005,1.2730221797902432,0.43360409995867344,0.5170334895929868,1.24836123546137,1.239104532613315,1.3764413055618072,1.0603004854656692,0.0010147309323945092,0.8113729124648138,0.6433549887696276,0.9231736763391287,8.0,0.4998983009581201,0.9369761737442683,1.4258809432144748,1.2364222997116474
design-0006,0.8902577299898622,1.658046428718495,0.8571329650729551,1.2780186043282074,1.568298924583905,0.6764782317327953,0.9744135940432679,0.0017556654182134175,0.7679785242526983,1.3209930960561063,1.153532307043787,4.0,0.8218332530889445,1.170835190340961,0.8688569885437093,1.5208656014106525
design-0007,1.1544215009465695,1.3384218551829097,1.4856138286816511,1.0848005714691729,1.0734366326238285,1.0098908092494434,0.9305420133546805,0.0012292677278879507,0.8279636750114807,0.7583361111582013,1.2033521028521283,7.0,0.768335838459476,1.449801359855659,1.9535307938378885,1.5428853963677645
design-0008,0.80743831894282,0.9512259580243559,0.775486826310227,0.6710250267271105,0.9288827905360975,1.1404809456533798,1.0685466317480166,0.0027852919250929047,0.993746808330996,0.9154364339144534,0.6724268565437176,3.0,0.537882335290518,0.8717026844966635,1.4772473248263402,1.0166336500513051
design-0009,1.2914991243237668,1.5669889451180867,1.0882619070808799,1.0396045725375553,1.5317964729426676,0.8910172066277825,1.0557914509831583,0.001871947850552925,0.9711312329695567,0.9282197792186067,1.0751144504784613,3.0,0.961079100621796,1.1559092221883782,0.9835115538403423,1.5064015449473307
design-0010,0.7083963109102016,1.6391576886579715,1.0722272787880973,1.1863218022876407,1.9617428711685085,1.4733024818399671,0.9238010851380427,0.003698389657560502,0.8493444791606699,1.556045010393239,0.73004141727896,6.0,0.5463408911278255,1.1219901428235788,1.208632653393575,1.1970698441695027
design-0011,0.9866047823537134,0.9361951109561213,0.8095016403302119,1.343451899963225,1.0982763924406664,1.184763662440875,1.1113183739824275,0.0010977747635060786,0.9220507339910039,1.3820662899499805,1.0670312296799167,5.0,0.610572981599263,1.0848264047557081,1.136239925447267,0.6986222500852163
design-0012,1.0539409551852432,0.4101753822709875,1.0112846615356887,0.6607082477041718,1.7286550756364676,0.5977730334656275,0.9013146907484652,0.001831955873631446,0.9076147953895468,1.1493311404493927,1.1094431779427598,7.0,0.6957201080828234,1.497898127966726,1.4004749709281186,1.1863289789500246
design-0013,1.0296984851716897,0.7575216447623232,0.9923486892523914,0.9369322343285402,1.6475062062534298,0.7119062890259716,1.0326569750771397,0.000898121469095138,0.7537772956180104,0.8760735856049884,0.9502681303687945,3.0,0.6692781193809412,1.342722533860778,1.7069611549076777,1.0918516757945733
design-0014,0.9467113225764646,0.6217730906098271,0.7425412268239047,1.4500668059294086,1.667057905022528,1.5773199317312068,1.1133667433316725,0.0005764897528776093,0.8348964134583734,1.1063799495614712,1.181157524006216,6.0,0.8872120139640656,1.361883686201479,1.6583254704006487,0.6191214959244417
design-0015,0.695456421270242,1.492939158342073,1.1842445641129016,0.8793636513444001,0.7678766849060554,0.8579267031648286,0.9069322455371543,0.0008523411978707646,0.9389966490678074,0.994118908634501,0.6501640043401246,3.0,0.4258265503099739,0.8772881679576351,0.5867477430559487,1.279996144556257
design-0016,0.7944767448616054,1.3781781113588398,0.5746810752174469,0.776606036312794,0.5644450124139819,1.5929476214561527,1.041790037757722,0.003081386385437171,0.8020536088419431,1.4934080579068465,0.7561257038067656,4.0,0.4629130125936519,1.0244004975697782,1.2080419211501108,0.7467467242033579
design-0017,1.1056545637270556,0.4927176877388642,1.48842303460679,1.2183655547417533,1.3699045783102957,0.9186970731043144,1.1212175741428378,0.0015657834564604422,0.7825439473267191,1.0365552476405964,1.4294996075089692,9.0,0.56167890628577,1.0955377418013061,1.9931003165414765,0.6309055609652594
design-0018,1.3290850169912174,0.5774356544294192,0.8754032162335688,1.1130396872487338,0.5033635017987632,1.1474594631616792,0.9251959984659424,0.0013773748113948174,0.8627287659219774,0.9816554011236438,0.6269067547588346,3.0,0.7457741211850525,1.4349093515532378,0.6815538268388007,1.2213577937205062
design-0019,0.8595568879564438,1.0279892014987313,1.2288151922544799,1.3508299103279824,1.8929237221823259,1.5132497004782544,1.0974008470504717,0.00385172403746712,0.7580220633606647,0.7277669299229,0.7737659162297408,4.0,0.9677860877743638,1.063788375662779,0.5175352671596313,0.944125913615784
design-0020,0.764484083894895,1.72166943704867,0.9464726561872565,1.4840898722760212,0.8227421628391569,1.1614013712215017,1.1342737780693946,0.003979566678834922,0.9892688401822881,0.5199847198767349,1.1359041109738706,9.0,0.598638403902643,0.8037096137338542,1.0464683912061292,1.3647541977065023
design-0021,1.2570359937367233,0.5533431524538847,0.8929342563099998,0.9570835124244843,1.8300603205187078,1.0595053413440216,1.084606193827952,0.002012675677984515,0.7869803151552955,0.9022733737338768,0.8126046411512182,3.0,0.4162520135562379,1.3890031816415247,1.8503153433551371,1.2650208755112606
design-0022,1.0437901809439825,1.4049597673559733,0.7243864241141386,0.9108854622477154,0.8691619772907794,1.0293010297300005,1.0096540465372732,0.003506433664440661,0.8353366524774953,1.4371283218141127,1.4376497108339348,9.0,0.9096544232768504,1.1097581063082003,0.8276904426384489,0.7958072986848035
design-0023,1.369418003037877,1.4829600638628477,1.3597007409107105,0.640382898514608,0.6737557279599856,0.6656221121383594,0.9155901014986626,0.0012146005520261103,0.7707591268368608,1.1649680038082209,1.220456631341748,6.0,0.5547261849803999,0.9320282256884171,1.7849967100311588,0.9832956434008453
design-0024,1.0903706082454065,0.6407044629896967,1.3437725572657064,0.8457912097784863,1.740135537716142,1.4441261579196576,1.0051713426775208,0.0013367117993689928,0.8989555454690805,0.7958003128669686,1.3332885634495772,6.0,0.7348225893534602,1.318523342731471,0.7476410463250129,1.0659472446172233
design-0025,1.0143070980412885,1.6056803328528,1.2998887489648479,0.6334959033649002,0.5223081915067188,0.7488802170572493,1.0993928384113831,0.0006954531170364846,0.8589403133584417,0.6108419557683034,1.2884996313910644,5.0,0.7561794164765475,0.9649193600595865,1.271874197894531,1.4370546968954354
design-0026,0.9686597156559691,1.756094585932022,1.1153527480286822,0.7209275652128306,1.2903565061428683,1.4105830527261625,0.9695964483076096,0.0021638094430245633,0.8939741349884176,1.4882964670295094,0.7166717086258958,5.0,0.6884061428239953,0.7980899003433418,1.1158958266513357,0.7759526582359426
design-0027,0.7703002372870197,0.9726169520939816,1.269017471692812,0.7968190769766677,0.55509531737692,1.2003667860909957,0.9881828271692878,0.0017147350693353534,0.8460636134057917,0.8129546230294635,0.9107075354290484,4.0,0.8759082473544233,1.4763540721484159,0.7975504997295964,0.9109769815940818
design-0028,0.9969383373138524,1.6910655029238666,1.2391804470206083,1.0199333976052094,1.9176153749558913,1.2996342909581142,1.0924160017604216,0.002903012058899453,0.7961517003796876,0.6684934412118507,0.6096693915909083,8.0,0.7886377441963772,1.044582236242311,0.9382834862030794,0.9371880295498198
design-0029,1.0648437121510321,1.7737706395952202,1.3157625770198444,0.8650163413714338,0.6186529467014691,0.7987141867350663,1.0705991513723871,0.002373707708087132,0.7887045693832431,0.7807932929596062,0.8907530714208991,8.0,0.7157400764174058,1.13121783638934,1.0817699760975361,0.7240265853455689
design-0030,1.1763778967825698,0.4767997655280812,1.3777863397824484,1.0721552751187962,1.9460483297183726,1.226992439014286,1.0226986461316856,0.0016783058409081191,0.9167685655470063,1.2441636800420763,1.357183254303156,7.0,0.8152515052689678,0.7669124056914352,1.3649732096867389,1.0226183477478057
design-0031,1.0672985119632155,1.2852931362498836,0.9599579035475823,0.9821948550922278,1.8400121412202062,0.9883116631090432,0.9584808830706988,0.0014803078754371704,0.8560486502783091,1.082263000961669,1.0603433849221644,8.0,0.8429835401567654,1.168844493494222,1.9673524435934144,1.5645572744890384
design-0032,0.6563840268609318,0.8970511149099175,1.2884158070608094,0.7269535292338747,0.8091671559292783,1.357848753479606,0.9484202970065142,0.0026278518347036955,0.8056603940653648,0.5998188743219655,1.3186747480726773,7.0,0.8696927953430653,0.893695254895299,1.8027324044602206,1.5883809371288493
design-0033,0.730292781713933,0.8112045964551602,1.418637716218822,0.918223170256673,1.4836707562404614,0.8771384193249412,1.06321552849094,0.002532137331946091,0.7521744819368463,1.184804704381533,1.1955752322599087,2.0,0.8347836668774846,1.2140069967419325,1.5797142123128174,0.7982473216585495
design-0034,0.6094422898417082,1.2413981456532057,0.8719488834538034,1.3683422296475536,1.701691064220101,0.6135161608837955,1.1316649123481255,0.0007898585212884635,0.9550479614194419,1.3490735783395458,1.310466273352711,4.0,0.9413174866635531,0.8191669191508694,1.3793000114641034,1.037527411122658
design-0035,0.713939165102698,0.8063510999232667,0.6857969278385738,1.1482119685072458,0.9498488833831663,1.0933287541978163,1.1379655616756108,0.0044458131645853435,0.8849121848255734,1.4515361023192521,0.9299360397163642,8.0,0.4487998123336347,1.1427533266441958,1.600831026939126,1.1745152914448407
design-0036,0.9192134262399118,1.732594309195068,0.5346739658138003,1.3198374542688343,1.3202870888027927,1.1119587328382656,1.0293458694237503,0.0011487036038801595,0.9623155633635375,1.3897554281860218,0.7104982692654762,7.0,0.4151076959715225,0.6684577460438572,0.5350249159497071,1.416586042117762
design-0037,0.6132032836247192,0.7779806343342559,1.3942046112873685,1.4705523233213178,1.9868752435092307,1.420949246288715,1.1281390455450853,0.004121461292103324,0.9520035522167065,0.9599187577852706,1.3634287532489227,3.0,0.897502996184222,1.2288489141302827,1.9164153509897335,1.136507823338909
design-0038,0.8858160037180179,1.075880091147452,1.2113205254305506,0.6985749035877453,1.3877825975732778,0.9447929368491852,1.0192922476911233,0.002077328301463614,0.8527752813917625,0.7303493431511388,1.259434776721511,5.0,0.6238205586393336,0.6901162114413011,1.8847989349794259,0.5626299102850781
design-0039,0.6752958622434575,0.6797739966051666,1.1685654740692395,1.4277610951552986,0.9723032619974552,0.992408657706594,0.9101570560528232,0.0013944662538261038,0.8413840905221441,1.255079395958922,0.857432271671736,5.0,0.7515404311877578,0.738146804424419,0.7582600564060862,1.4968862216324061
design-0040,0.831378693926972,1.6724594708797031,1.4518827761892843,0.8373375025260029,0.9953809264862906,1.256774611274854,1.0521480082056456,0.0005377802457528565,0.9871939411026526,1.3326547005559577,0.6156834522060245,6.0,0.5923671948016569,1.2445414151222114,1.1032008387248253,0.8989605879823641
design-0041,1.2394722749489389,0.9081543385768617,0.7509467444413638,0.6003049003399386,0.6405715617110742,0.5119672027194272,1.1497759927391515,0.0019345618066759778,0.9038767857380492,0.5628749229341183,1.3400823961005197,7.0,0.9243672096115296,0.9061287027884731,0.6395907497738266,0.6796719594007932
design-0042,1.0051292141717925,1.4499730225699445,0.9073221672452825,1.261593796910355,1.6276440363603657,1.5570495828806377,1.0432201696537824,0.002711382847178524,0.9672497179638336,1.4276428769701028,1.27993975532282,3.0,0.9332331661008865,1.033407807609423,1.9286179572434237,0.880613699014978
design-0043,0.636402123214178,1.1778402595862367,0.7145420380893085,0.6145590553306552,1.7850939724992076,1.4830498705946957,1.102604948008376,0.0006634081398367052,0.9791536353901322,1.578584490570004,1.2359980290895578,2.0,0.6475628257079357,0.9133796595954395,1.742210328642538,0.8165127862022589
design-0044,0.6289074984409525,0.6714205965715994,0.653006786015126,0.8908033384707691,1.8643689114642474,0.5350835336528966,1.146423284002403,0.000586931586832737,0.9320132180024914,1.2085071983335984,1.4925619547814764,8.0,0.5323120958569199,0.6534933095351231,1.1767244458867765,1.2968537537774094
design-0045,1.1189932573284271,1.4302579570628686,0.5419740053408532,1.1015120579082014,1.6009461705218706,1.0724149982771525,0.9519418330973679,0.004330370309751089,0.8750738956839117,1.014842358762725,0.9803824757346866,5.0,0.9168463642934597,0.7287197805007222,0.9769810414661274,1.576745151564099
design-0046,1.282369825698213,1.1416601048394714,1.413398451345911,0.7606381980263093,0.5958978503220478,0.7638348498951157,0.942643956903251,0.0008229293263399317,0.7915883471673216,1.058973415249515,0.9654872480228623,3.0,0.8094190069538988,0.7091191392105045,0.706426624851725,1.5351896542176564
design-0047,1.1949309848724887,0.8588582575471515,0.9230907026595954,0.94969885777694,0.7365497438406031,0.5616669345191958,0.9937138266669284,0.0005142032896580002,0.9274040249439022,0.8587450599347805,1.1394564727697958,6.0,0.5183918011765659,1.192360699041264,0.7207332146101242,0.9991685491207096
design-0048,0.6781501329606924,1.1208329666830128,0.5855309945644036,1.2288603485024838,0.7144783078086241,1.0962667594991506,0.9985254694000997,0.0008861372005586286,0.9454187704941731,0.5877049664634841,0.8404755652275487,5.0,0.6391918332478344,1.2674595956220107,1.5352437712794396,1.2121955058172613
design-0049,1.3503964284742072,0.9983788444066092,1.3221070218421953,1.2068020059584055,1.1257596771833827,1.3898684397834735,1.02523790581311,0.001066037841095914,0.9008974081349763,1.0698216129531608,0.6819273952826818,8.0,0.730113751152921,1.3961087250630455,1.0031111897016673,1.0839196373435684
design-0050,1.0880532558022846,1.5957937920757432,1.1293378009528319,1.3253080331487697,1.606749772226528,0.9057145117502965,0.9206046220654001,0.00496918087999634,0.7638057712616555,1.356662396834666,1.0895038959324217,2.0,0.49284931538048404,0.7880622504466496,1.4815591811760886,0.6056577785108529
design-0051,0.8333732915082492,1.4638250754306186,0.7990485154394713,0.9906036048599932,1.4395154956681193,1.5530493763715907,1.0764418807461815,0.0022045006594076343,0.8247750178068772,1.1985256668439064,1.2487995492706445,6.0,0.8646355570136042,0.7722465163833452,1.1637538997982444,1.446703002843103
design-0052,1.1607371453930715,0.7077674676196597,0.6017585971169488,0.679848063076888,1.5070756239301746,0.5480792740301987,1.0582894463984838,0.003125656130152935,0.910813261839273,1.2818960849671135,1.383314596597017,6.0,0.6058905178529514,1.2013990930721872,1.3055604163721921,1.3958243750730137
design-0053,1.3194243862492112,1.223667289643355,0.98559508553378,0.7472907538526371,0.8512943055147411,0.742287340889666,1.0777837696118575,0.0012945456304643878,0.7795458802040759,0.5543537380377632,0.948322887725195,5.0,0.8020880299215356,0.7034155003298274,0.5805887639656657,1.3243914571029989
design-0054,0.869218208569584,1.2046060619029255,1.0409625509671572,1.0288195324658402,1.3388213144670018,1.2093307851306714,1.0116600927923964,0.004196569841971001,0.9424319172176845,0.7133259631113138,1.0009905548061295,4.0,0.7845214464966701,0.6764767383140293,1.6728965186730431,0.5673245886998225
design-0055,1.3620025269274705,0.7360987607387737,1.3637310718752862,0.8186090714157103,1.7932929963477344,0.6480312419054062,1.0465682523020374,0.0033589580762970234,0.7978644123529824,1.4128834902063216,0.8746284714829897,9.0,0.5236242237359829,0.8517735375972767,1.509878824004754,0.6537568184962214
design-0056,1.21204341493259,0.521598211621625,1.0436097944262532,1.2966113424852925,1.4659274146749117,0.7275645936278178,0.9112449649554705,0.0006433267960188845,0.8167880682601222,0.8905778732482332,1.422219499868778,2.0,0.8443355901294574,1.2184333049719314,0.6066133954030064,0.8536080361072353
design-0057,0.8499253185023274,1.1150209003369307,1.1106672498652665,1.1960362903331105,1.0602640203231621,1.5016987118453566,1.1079376550961513,0.004650842848506421,0.9362778395765788,1.2261503962601523,0.7454407972323569,6.0,0.9528280793403581,1.4290697167337918,0.8804961131762766,0.9218354976653984
design-0058,1.1418051703234022,1.2594625052829465,1.165877313491225,1.0055240531553822,1.1163272561073985,0.5158885447184001,1.0908997211849394,0.0005216996258519688,0.9497289535629466,0.6883940042536745,1.0133995572872005,4.0,0.4427501238998979,1.295062860795913,1.8647443878810661,1.3136376404484293
design-0059,1.3423635715403182,1.0907682848963023,1.259173402975001,0.8577444084508478,1.1806846717167385,0.8483310479675198,1.1421344414254748,0.0007604108716473515,0.9776586883015296,0.8489865979033471,1.0252198972134852,3.0,0.4698735671498213,1.4093909671936187,1.618159304032746,0.959673609662567
design-0060,1.2523880624685626,0.5692429999682413,0.7910387459221466,1.0966026960381565,1.756846600511659,1.0480004196704562,0.9940932418099094,0.0006154851598397314,0.8724138846454784,1.301318357500434,0.7844339955841514,4.0,0.6773229904136746,1.372547498109637,1.7291484620623652,1.4745648759690746
design-0061,0.9224299458310896,1.2978507079011181,1.206069516584569,1.1514778106746975,0.6595448048284211,0.782474431670553,0.9837237788307364,0.0007349726998941864,0.8443610764973788,1.5371833942239421,0.6879992010814978,7.0,0.4065259785518836,1.2761184583163203,1.5455296545324588,0.7379511845013113
design-0062,1.2268459441903914,0.4503378016348475,0.9328853179550911,0.7699641359679191,1.1624127292335587,0.9682374133918126,0.9656659078779937,0.0029593061908989855,0.7750277853734349,1.471022013100741,1.4868651757287457,8.0,0.4835459757840137,1.3061356383614653,1.7601349323243753,1.2560597810802792
design-0063,0.9614376129257023,0.5102390914603012,0.8381548432825466,1.3067388654890961,0.7061783623349633,0.9402317965403583,0.9385504587428142,0.0016195928478555856,0.8916414450320367,1.2680793286913294,1.0416048844438208,8.0,0.8514204654691999,0.8408018726796297,1.230758366959185,1.1581062580279802
design-0064,1.1816278922943872,1.5285321882336036,1.0692663762517203,1.4053206453499323,0.9057776229843244,1.4577742638225266,0.9590370218780044,0.0010078844414905075,0.8777702470729962,0.8267541101575964,1.4067984727326264,7.0,0.6625473495527522,1.456722704352238,0.6575566779802935,1.121751076459769
design-0065,0.6464729645452072,1.0055034011835824,0.6675066619416263,1.166250879863989,1.427438327200401,1.2648499466014724,0.9540130479660145,0.0006717211030987582,0.9716984610454199,0.7715755578206744,0.8825555541301763,7.0,0.9780881477516424,0.9758001202040103,1.2638349198887568,1.405401422883532
design-0066,0.7883711121927068,0.844730900492924,1.01657173671652,0.7010504951617539,1.2926848824550856,0.8161103650361994,1.1227341286107808,0.002266374245326362,0.9597573627614963,0.5092109246959203,0.9940195956656364,7.0,0.6990493219928785,1.2571070316231596,1.4536131470793419,0.7605985538423365
design-0067,0.9068529278920252,1.3297756904958722,0.6945049729662044,1.3915198460730371,1.9128526048645105,1.326850848574996,0.9765550257636392,0.0009404844602145643,0.9154065333795234,0.6343234238957609,0.7897748277167085,4.0,0.5841511053296632,0.9500348342852278,1.819093374361752,0.8415182514515078
design-0068,0.822171396963771,1.1721777101165358,0.5004379194956454,1.0536962062744317,1.0415979547411622,1.3170751519109187,1.0378014100666315,0.002464340311336818,0.879624646672172,1.517011969530505,0.6395083205112349,5.0,0.6333177539693328,1.3280854019035857,0.7846385602617412,1.0502764100607969
design-0069,0.943109372193224,1.7859734988362974,1.1486845205139624,0.8040045578343218,1.269932141007204,0.8330433699800943,1.0176380167613361,0.0035553220827052525,0.8690671991007932,1.1377693788966157,0.8335624871272678,4.0,0.7111182570927581,1.3581722845469035,0.543955893912903,1.3710277293791955
design-0070,1.2080106672736142,1.3596579160135942,0.8236475542321744,1.264630600642591,1.2209798974567168,1.523999794248959,1.0030406699446586,0.0032093534423676445,0.9250960259769885,1.121502941488088,1.4688820003145548,4.0,0.9010972941775526,1.0541544861151815,0.9041642253857128,0.8567162183552417
design-0071,1.1308351998452526,0.8691045708219802,0.562567845808305,1.3759430843512621,1.2036121231465549,0.6934521683216128,0.9682874762762536,0.004795810895424311,0.7603419057013994,0.6562722587631304,1.2660325829116323,5.0,0.6548026948141337,1.0114221612461787,1.0342793129192733,1.1122495867707585
