architecture,architecture_label,epoch,availability,ci_low,ci_high
direct_e2ee,Direct E2EE,0,0.804375,0.7530937499999999,0.846890625
direct_e2ee,Direct E2EE,1,0.6287499999999999,0.48496875,0.7518749999999998
direct_e2ee,Direct E2EE,2,0.32687499999999997,0.159984375,0.4975156249999999
direct_e2ee,Direct E2EE,3,0.25375000000000003,0.10559375,0.420015625
direct_e2ee,Direct E2EE,4,0.13999999999999999,0.010624999999999999,0.30065625
direct_e2ee,Direct E2EE,5,0.12999999999999998,0.0,0.26626562499999995
direct_e2ee,Direct E2EE,6,0.038125,0.0,0.08001562499999999
direct_e2ee,Direct E2EE,7,0.0,0.0,0.0
direct_e2ee,Direct E2EE,8,0.0,0.0,0.0
direct_e2ee,Direct E2EE,9,0.0,0.0,0.0
direct_e2ee,Direct E2EE,10,0.575,0.42871875,0.706875
direct_e2ee,Direct E2EE,11,0.5387500000000001,0.36684375,0.6888749999999999
direct_e2ee,Direct E2EE,12,0.40375000000000005,0.248125,0.565625
direct_e2ee,Direct E2EE,13,0.2625,0.10870312499999998,0.42440625000000004
direct_e2ee,Direct E2EE,14,0.195625,0.06031250000000002,0.34067187499999996
direct_e2ee,Direct E2EE,15,0.11875,0.019375,0.24065625
direct_e2ee,Direct E2EE,16,0.07625,0.0,0.1713437499999999
direct_e2ee,Direct E2EE,17,0.044375,0.0,0.133125
direct_e2ee,Direct E2EE,18,0.021875,0.0,0.065625
direct_e2ee,Direct E2EE,19,0.0,0.0,0.0
direct_e2ee,Direct E2EE,20,0.48624999999999996,0.339359375,0.6269218750000002
direct_e2ee,Direct E2EE,21,0.559375,0.3961875,0.7094062499999999
direct_e2ee,Direct E2EE,22,0.6368750000000001,0.47996875,0.7694218749999999
direct_e2ee,Direct E2EE,23,0.47062500000000007,0.311859375,0.628140625
direct_e2ee,Direct E2EE,24,0.253125,0.126859375,0.39815624999999993
direct_e2ee,Direct E2EE,25,0.22437500000000005,0.055625,0.39999999999999997
direct_e2ee,Direct E2EE,26,0.144375,0.010624999999999999,0.28874999999999995
direct_e2ee,Direct E2EE,27,0.165625,0.036875000000000005,0.33129687499999994
direct_e2ee,Direct E2EE,28,0.08499999999999999,0.0,0.21375000000000002
direct_e2ee,Direct E2EE,29,0.08937500000000001,0.0,0.22374999999999998
direct_e2ee,Direct E2EE,30,0.38,0.22312499999999996,0.551890625
direct_e2ee,Direct E2EE,31,0.30124999999999996,0.18560937500000002,0.441265625
direct_e2ee,Direct E2EE,32,0.37124999999999997,0.238109375,0.521921875
direct_e2ee,Direct E2EE,33,0.344375,0.19935937500000003,0.5087499999999999
direct_e2ee,Direct E2EE,34,0.36375,0.213125,0.51940625
direct_e2ee,Direct E2EE,35,0.12687500000000002,0.000625,0.28892187499999983
ephemeral_relay,Ephemeral Relay,0,0.7649999999999999,0.7362500000000001,0.796875
ephemeral_relay,Ephemeral Relay,1,0.765,0.7287343749999999,0.798125
ephemeral_relay,Ephemeral Relay,2,0.7424999999999999,0.7100000000000001,0.7737656249999999
ephemeral_relay,Ephemeral Relay,3,0.7906250000000001,0.764375,0.8137656250000003
ephemeral_relay,Ephemeral Relay,4,0.781875,0.759984375,0.80625
ephemeral_relay,Ephemeral Relay,5,0.7812500000000001,0.74875,0.8119062499999999
ephemeral_relay,Ephemeral Relay,6,0.77625,0.75625,0.7968749999999999
ephemeral_relay,Ephemeral Relay,7,0.784375,0.75375,0.81375
ephemeral_relay,Ephemeral Relay,8,0.7762499999999999,0.7530937499999999,0.8024999999999999
ephemeral_relay,Ephemeral Relay,9,0.77375,0.7550000000000001,0.7937500000000002
ephemeral_relay,Ephemeral Relay,10,0.7575000000000001,0.7262500000000001,0.78625
ephemeral_relay,Ephemeral Relay,11,0.7525,0.733125,0.7725156249999999
ephemeral_relay,Ephemeral Relay,12,0.7506250000000001,0.7224999999999999,0.7781250000000001
ephemeral_relay,Ephemeral Relay,13,0.7675000000000001,0.7481249999999999,0.789375
ephemeral_relay,Ephemeral Relay,14,0.786875,0.7649843749999999,0.805625
ephemeral_relay,Ephemeral Relay,15,0.7649999999999999,0.7362500000000001,0.79125
ephemeral_relay,Ephemeral Relay,16,0.758125,0.739375,0.775625
ephemeral_relay,Ephemeral Relay,17,0.771875,0.7475,0.799375
ephemeral_relay,Ephemeral Relay,18,0.7699999999999999,0.742484375,0.793140625
ephemeral_relay,Ephemeral Relay,19,0.7575000000000001,0.7374999999999999,0.78
ephemeral_relay,Ephemeral Relay,20,0.779375,0.75375,0.8025
ephemeral_relay,Ephemeral Relay,21,0.765,0.7456250000000002,0.7850156250000001
ephemeral_relay,Ephemeral Relay,22,0.7931250000000001,0.769375,0.815625
ephemeral_relay,Ephemeral Relay,23,0.7662500000000001,0.739984375,0.79125
ephemeral_relay,Ephemeral Relay,24,0.77625,0.752484375,0.799375
ephemeral_relay,Ephemeral Relay,25,0.7825,0.761234375,0.806875
ephemeral_relay,Ephemeral Relay,26,0.798125,0.7787499999999999,0.818125
ephemeral_relay,Ephemeral Relay,27,0.771875,0.738109375,0.806875
ephemeral_relay,Ephemeral Relay,28,0.7675000000000001,0.740625,0.7943749999999998
ephemeral_relay,Ephemeral Relay,29,0.7725000000000001,0.745,0.798765625
ephemeral_relay,Ephemeral Relay,30,0.75375,0.7281249999999999,0.7812500000000001
ephemeral_relay,Ephemeral Relay,31,0.76,0.7362500000000001,0.7825
ephemeral_relay,Ephemeral Relay,32,0.7699999999999999,0.744375,0.79375
ephemeral_relay,Ephemeral Relay,33,0.76875,0.745,0.7937500000000001
ephemeral_relay,Ephemeral Relay,34,0.785625,0.77125,0.8012499999999999
ephemeral_relay,Ephemeral Relay,35,0.77,0.741875,0.79625
fixed_proxy,Fixed App Proxy,0,0.71375,0.656875,0.7625156249999999
fixed_proxy,Fixed App Proxy,1,0.338125,0.200515625,0.4862656249999999
fixed_proxy,Fixed App Proxy,2,0.135,0.029374999999999995,0.26067187499999994
fixed_proxy,Fixed App Proxy,3,0.0075000000000000015,0.0,0.02
fixed_proxy,Fixed App Proxy,4,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,5,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,6,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,7,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,8,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,9,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,10,0.45874999999999994,0.323734375,0.5856250000000001
fixed_proxy,Fixed App Proxy,11,0.36062500000000003,0.24246874999999998,0.4856875
fixed_proxy,Fixed App Proxy,12,0.06999999999999999,0.024984375000000003,0.1275
fixed_proxy,Fixed App Proxy,13,0.010624999999999999,0.0,0.025625000000000002
fixed_proxy,Fixed App Proxy,14,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,15,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,16,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,17,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,18,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,19,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,20,0.436875,0.333703125,0.5450156250000001
fixed_proxy,Fixed App Proxy,21,0.44000000000000006,0.308125,0.5549999999999999
fixed_proxy,Fixed App Proxy,22,0.15187499999999998,0.073125,0.24314062499999997
fixed_proxy,Fixed App Proxy,23,0.011875,0.0,0.035625
fixed_proxy,Fixed App Proxy,24,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,25,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,26,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,27,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,28,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,29,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,30,0.27125000000000005,0.183125,0.36320312499999996
fixed_proxy,Fixed App Proxy,31,0.4575,0.3524531249999999,0.570625
fixed_proxy,Fixed App Proxy,32,0.16687499999999997,0.078078125,0.27129687499999994
fixed_proxy,Fixed App Proxy,33,0.025625,0.000625,0.064375
fixed_proxy,Fixed App Proxy,34,0.0,0.0,0.0
fixed_proxy,Fixed App Proxy,35,0.0,0.0,0.0
generated_transport,Generated Transport,0,0.8575000000000002,0.8418750000000002,0.875
generated_transport,Generated Transport,1,0.8618750000000001,0.8437343749999998,0.878125
generated_transport,Generated Transport,2,0.8400000000000001,0.819984375,0.8587499999999999
generated_transport,Generated Transport,3,0.8706250000000001,0.8574999999999999,0.8837499999999998
generated_transport,Generated Transport,4,0.8706250000000001,0.85625,0.8862499999999999
generated_transport,Generated Transport,5,0.8843750000000001,0.8699999999999999,0.8987499999999999
generated_transport,Generated Transport,6,0.8518749999999999,0.83625,0.8674999999999999
generated_transport,Generated Transport,7,0.8600000000000001,0.8450000000000001,0.87625
generated_transport,Generated Transport,8,0.8237499999999999,0.805625,0.8431249999999999
generated_transport,Generated Transport,9,0.8143749999999998,0.795,0.836890625
generated_transport,Generated Transport,10,0.7975000000000001,0.773109375,0.821890625
generated_transport,Generated Transport,11,0.8012499999999999,0.77625,0.824390625
generated_transport,Generated Transport,12,0.7849999999999999,0.7618750000000001,0.805
generated_transport,Generated Transport,13,0.7925,0.7675000000000001,0.82
generated_transport,Generated Transport,14,0.76125,0.685609375,0.8231249999999999
generated_transport,Generated Transport,15,0.64375,0.4993750000000001,0.75503125
generated_transport,Generated Transport,16,0.8543749999999999,0.843125,0.86625
generated_transport,Generated Transport,17,0.8531249999999998,0.836875,0.868125
generated_transport,Generated Transport,18,0.7468750000000001,0.69375,0.7837500000000001
generated_transport,Generated Transport,19,0.6818750000000001,0.579359375,0.775625
generated_transport,Generated Transport,20,0.7887500000000001,0.73434375,0.829390625
generated_transport,Generated Transport,21,0.693125,0.59309375,0.77
generated_transport,Generated Transport,22,0.7781250000000001,0.726875,0.8256250000000002
generated_transport,Generated Transport,23,0.774375,0.723734375,0.8137500000000001
generated_transport,Generated Transport,24,0.826875,0.80625,0.8506249999999997
generated_transport,Generated Transport,25,0.834375,0.81875,0.85125
generated_transport,Generated Transport,26,0.859375,0.844375,0.8750000000000002
generated_transport,Generated Transport,27,0.7993750000000002,0.74875,0.834375
generated_transport,Generated Transport,28,0.8400000000000001,0.8225000000000001,0.8568749999999999
generated_transport,Generated Transport,29,0.83375,0.8175000000000001,0.849375
generated_transport,Generated Transport,30,0.815625,0.745,0.8593750000000002
generated_transport,Generated Transport,31,0.843125,0.825,0.859390625
generated_transport,Generated Transport,32,0.8568749999999999,0.8412500000000002,0.8724999999999998
generated_transport,Generated Transport,33,0.8474999999999999,0.8299843749999999,0.866875
generated_transport,Generated Transport,34,0.836875,0.81875,0.8525
generated_transport,Generated Transport,35,0.8431249999999999,0.8225,0.8618749999999998
platform_controlled,Permitted Platform,0,0.8881249999999999,0.8762500000000001,0.9000156250000001
platform_controlled,Permitted Platform,1,0.8868750000000001,0.8743593749999999,0.9006406250000001
platform_controlled,Permitted Platform,2,0.8775000000000001,0.865625,0.8887499999999999
platform_controlled,Permitted Platform,3,0.89125,0.881875,0.9012499999999999
platform_controlled,Permitted Platform,4,0.8681249999999998,0.8550000000000001,0.880640625
platform_controlled,Permitted Platform,5,0.898125,0.8825000000000001,0.9137500000000001
platform_controlled,Permitted Platform,6,0.8881249999999999,0.874375,0.9025000000000001
platform_controlled,Permitted Platform,7,0.8918750000000001,0.875625,0.9081250000000001
platform_controlled,Permitted Platform,8,0.87625,0.8637343749999999,0.8887499999999999
platform_controlled,Permitted Platform,9,0.89875,0.88375,0.9118750000000002
platform_controlled,Permitted Platform,10,0.8881250000000002,0.8706250000000001,0.90625
platform_controlled,Permitted Platform,11,0.89,0.8793750000000001,0.8999999999999998
platform_controlled,Permitted Platform,12,0.8731250000000002,0.8556093750000001,0.8924999999999998
platform_controlled,Permitted Platform,13,0.89,0.875625,0.903125
platform_controlled,Permitted Platform,14,0.8950000000000002,0.880625,0.9075
platform_controlled,Permitted Platform,15,0.8724999999999999,0.853734375,0.89
platform_controlled,Permitted Platform,16,0.88375,0.8724843749999999,0.8956250000000001
platform_controlled,Permitted Platform,17,0.89,0.8731093750000002,0.9050156249999999
platform_controlled,Permitted Platform,18,0.8800000000000001,0.8625,0.8956249999999999
platform_controlled,Permitted Platform,19,0.8831249999999999,0.8668750000000001,0.898140625
platform_controlled,Permitted Platform,20,0.8943749999999998,0.880625,0.9081249999999998
platform_controlled,Permitted Platform,21,0.8931249999999998,0.88375,0.9024999999999999
platform_controlled,Permitted Platform,22,0.8843749999999998,0.868125,0.9000156250000001
platform_controlled,Permitted Platform,23,0.8737499999999999,0.8543750000000001,0.89125
platform_controlled,Permitted Platform,24,0.883125,0.8699999999999999,0.89625
platform_controlled,Permitted Platform,25,0.891875,0.8787499999999999,0.9056249999999999
platform_controlled,Permitted Platform,26,0.8899999999999999,0.8768750000000001,0.9049999999999999
platform_controlled,Permitted Platform,27,0.8737499999999999,0.8543749999999999,0.890640625
platform_controlled,Permitted Platform,28,0.8743750000000002,0.8612499999999998,0.8856249999999999
platform_controlled,Permitted Platform,29,0.8881249999999999,0.875,0.9012499999999999
platform_controlled,Permitted Platform,30,0.890625,0.875625,0.90625
platform_controlled,Permitted Platform,31,0.8831249999999999,0.8668750000000001,0.8975
platform_controlled,Permitted Platform,32,0.8768750000000001,0.8618593749999999,0.89375
platform_controlled,Permitted Platform,33,0.88125,0.866875,0.8968906249999999
platform_controlled,Permitted Platform,34,0.8799999999999999,0.8668750000000001,0.89375
platform_controlled,Permitted Platform,35,0.880625,0.865,0.8968749999999999
